,Code_postal,revenu_fiscal_moyen
453,10250.0,27183.06553755523
454,10260.0,24023.489932885906
455,10270.0,28549.999660786976
456,10280.0,25164.219165927243
457,10290.0,24361.536929460584
458,10300.0,25038.11044401005
459,10310.0,19457.57046979866
460,10320.0,28033.192982456138
461,10330.0,21876.65570175439
462,10340.0,35641.192458758844
463,10350.0,26963.02125075896
464,10360.0,35654.42804428044
465,10370.0,22218.879248011566
466,10380.0,24288.911564625854
467,10390.0,30076.117906683477
468,10400.0,25133.235487542683
469,10410.0,29756.445450964944
470,10420.0,18773.50563002681
471,10430.0,30610.942144373672
472,10440.0,33207.16623036649
473,10450.0,26894.244759972957
474,10500.0,21684.20908050362
475,10510.0,25561.79974811083
476,10600.0,19592.799864007255
477,10700.0,24611.586422613527
478,10800.0,28263.32955017301
479,11000.0,20200.81289476409
480,11100.0,20753.13572210381
481,11110.0,23527.95907894737
482,11120.0,23117.069231711794
483,11130.0,20572.469075321493
484,11140.0,16610.682567215954
485,11150.0,21230.434782608692
486,11160.0,18683.549960660894
487,11170.0,21755.333877884423
488,11190.0,18326.47344734474
489,11200.0,20225.447717589777
490,11210.0,18607.114106753812
491,11220.0,18555.46691327579
492,11230.0,16403.314147391073
493,11240.0,20005.347152847153
494,11250.0,23141.35556289204
495,11260.0,16132.168137254901
496,11270.0,18603.256722151087
497,11290.0,24036.445355191263
498,11300.0,20503.44860411899
499,11310.0,18506.74908759124
500,11320.0,23854.32699386503
501,11330.0,13913.243617021273
502,11340.0,18028.48933333333
503,11350.0,17480.900191938577
504,11360.0,16804.56334231806
505,11370.0,21534.978148710168
506,11380.0,19343.235127478754
507,11390.0,19221.226753670475
508,11400.0,21758.184365271536
509,11410.0,22441.681170292577
510,11420.0,20033.009693053307
511,11430.0,21147.61973756151
512,11440.0,24895.822122571
513,11480.0,23741.14299516908
514,11490.0,20742.594414893618
515,11500.0,18112.62521352921
516,11510.0,20436.46247156937
517,11540.0,22152.877442273537
518,11560.0,21041.536102484475
519,11570.0,29122.169387014863
520,11580.0,18532.681818181816
521,11590.0,21333.178511156944
522,11600.0,21720.620229714707
523,11610.0,24108.21820062048
524,11620.0,28811.31333047578
525,11700.0,19042.449740034663
526,11800.0,19882.58948004837
527,12000.0,26004.28106101681
528,12100.0,22635.10365270606
529,12110.0,19320.485868763826
530,12120.0,22209.98765880218
531,12130.0,20303.86606696652
532,12140.0,20514.255643340857
533,12150.0,22099.328958162427
534,12160.0,24306.228835596645
535,12170.0,20797.40639097744
536,12190.0,22165.3428317008
537,12200.0,23078.17962996228
538,12210.0,22561.09691991787
539,12220.0,22520.76119402985
540,12230.0,19525.57131045887
541,12240.0,20474.3657808301
542,12250.0,23680.168874172185
543,12260.0,23441.11136216914
544,12270.0,20717.383382789314
545,12290.0,21988.883451957296
546,12300.0,20283.434166555275
547,12310.0,22271.40556586271
548,12320.0,21429.576427255983
549,12330.0,27381.059429477024
550,12340.0,26376.00339213026
551,12350.0,21616.33435426238
552,12360.0,18964.989272030653
553,12370.0,19102.666666666664
554,12380.0,17378.03431952663
555,12390.0,22810.28604193971
556,12400.0,22466.007653429606
557,12410.0,21263.22627737226
558,12420.0,21013.03993055556
559,12430.0,20538.046128500824
560,12440.0,19162.91567695962
561,12450.0,27243.761501850873
562,12460.0,23365.710059171597
563,12470.0,17847.22822822823
564,12480.0,17721.98162327718
565,12490.0,21582.450456323335
566,12500.0,23174.672969187675
567,12510.0,29663.30669800235
568,12520.0,23726.737323358273
569,12540.0,20548.512152777774
570,12550.0,17816.791173304628
571,12560.0,20906.121673003803
572,12580.0,19632.367088607596
573,12600.0,20918.968969555033
574,12620.0,21374.148208469054
575,12630.0,28875.831578947367
576,12640.0,21863.84720496894
577,12700.0,21763.922762271413
578,12720.0,20075.48915662651
579,12740.0,33113.73697068404
580,12780.0,20341.49912126538
581,12800.0,21238.41567023285
582,12850.0,27292.23861831657
583,13001.0,15962.280977826398
584,13002.0,15528.3973005821
585,13003.0,11022.647973832454
586,13004.0,19987.556799848157
587,13005.0,20424.886854272085
588,13006.0,26750.980778120185
589,13007.0,36887.18907229235
590,13008.0,36533.296771421556
591,13009.0,28698.500715844817
592,13010.0,21124.692036710854
593,13011.0,24565.059140945392
594,13012.0,30198.893577480187
595,13013.0,20204.989456008123
596,13014.0,14878.319708846584
597,13015.0,13762.807568673292
598,13016.0,18795.63735514656
599,13080.0,31503.17323082893
600,13090.0,31503.17323082893
601,13100.0,32245.179275637318
602,13103.0,30311.04637336504
603,13104.0,21208.611776293517
604,13105.0,34460.12208613197
605,13109.0,34747.955171309644
606,13110.0,18661.692651818008
607,13111.0,35649.47393364929
608,13112.0,28970.450027012426
609,13113.0,31742.64879852126
610,13114.0,33016.81640625
611,13115.0,23422.410256410254
612,13116.0,30626.594235033255
613,13117.0,24378.96708147942
614,13118.0,24539.591507992238
615,13119.0,30860.44575725027
616,13120.0,23717.97578579744
617,13121.0,40662.10489510489
618,13122.0,46808.12200137081
619,13123.0,21208.611776293517
620,13124.0,30128.11950464396
621,13126.0,37858.34887737479
622,13127.0,22848.657669616518
623,13129.0,21208.611776293517
624,13130.0,19473.82282245075
625,13140.0,20415.646539130434
626,13150.0,19685.009472996517
627,13160.0,23470.745611301547
628,13170.0,29050.632965940167
629,13180.0,25344.97051282051
630,13190.0,34047.556006424886
631,13200.0,21208.611776293517
632,13210.0,28016.375779301747
633,13220.0,24360.69025716078
634,13230.0,21513.32693473429
635,13240.0,23406.581467181466
636,13250.0,27093.6425795053
637,13260.0,40202.5509449466
638,13270.0,25036.202562403356
639,13280.0,21208.611776293517
640,13290.0,31503.17323082893
641,13300.0,23964.13002908844
642,13310.0,25153.21389751553
643,13320.0,37434.291687222496
644,13330.0,32854.91061903992
645,13340.0,26714.93877264429
646,13350.0,24247.775443204202
647,13360.0,31044.578200821205
648,13370.0,26599.915309446256
649,13380.0,29588.849708320537
650,13390.0,30088.403392330383
651,13400.0,24163.344805403667
652,13410.0,30105.496449925264
653,13420.0,36774.83891919979
654,13430.0,28793.263436972764
655,13440.0,22864.421510478453
656,13450.0,32003.544825199027
657,13460.0,21826.58929490479
658,13470.0,30315.44447327452
659,13480.0,43386.28808759675
660,13490.0,28380.497401039585
661,13500.0,24378.96708147942
662,13510.0,42586.5909922268
663,13520.0,33465.5261299435
664,13530.0,28168.10703715883
665,13540.0,31503.17323082893
666,13550.0,25192.506061548025
667,13560.0,23085.841512268402
668,13570.0,27554.19298245614
669,13580.0,29434.140608151818
670,13590.0,34390.87197768134
671,13600.0,26075.033049574362
672,13610.0,29240.32347504621
673,13620.0,40601.997273177985
674,13630.0,25854.960695389265
675,13640.0,22478.806328233655
676,13650.0,28126.2074829932
677,13660.0,21864.682312535773
678,13670.0,23687.022920203737
679,13680.0,30668.664297658863
680,13690.0,25823.722119985276
681,13700.0,22859.633040003402
682,13710.0,32043.120609318998
683,13720.0,31231.877457704624
684,13730.0,23083.82573039467
685,13740.0,27474.876368319383
686,13750.0,24584.511552928532
687,13760.0,32308.268211920527
688,13770.0,38792.9927037732
689,13780.0,28413.842426417803
690,13790.0,34219.90472903003
691,13800.0,24539.591507992238
692,13810.0,29993.630872483223
693,13820.0,35919.3583305056
694,13821.0,26245.39588477366
695,13830.0,31245.711885895405
696,13840.0,36453.8557763061
697,13850.0,29659.42568958419
698,13860.0,26006.430379746835
699,13870.0,27583.69517184943
700,13880.0,34146.60385972194
701,13890.0,29404.36750866766
702,13910.0,26183.076664425018
703,13920.0,30974.966610549945
704,13930.0,27453.11590909091
705,13940.0,27693.356589147286
706,13950.0,29815.04269854825
707,13960.0,33618.71857597454
708,13980.0,30657.552098408105
709,13990.0,28865.852017937217
710,14000.0,23327.629070378152
711,14100.0,21342.823105045085
712,14110.0,20553.460877641046
713,14111.0,30602.566970091026
714,14112.0,41581.28135759961
715,14113.0,34520.947069943286
716,14114.0,29023.860169491527
717,14117.0,27815.09122203098
718,14120.0,21145.62893815636
719,14121.0,40616.073619631905
720,14123.0,24153.496087104457
721,14130.0,27285.970175993254
722,14140.0,22929.058744993323
723,14150.0,27415.906813111378
724,14160.0,20192.468219178085
725,14170.0,21363.754664823773
726,14190.0,25532.78157099698
727,14200.0,18888.990242741555
728,14210.0,30624.689984762426
729,14220.0,23635.083033082214
730,14230.0,20333.796323314855
731,14240.0,21516.246706586826
732,14250.0,26523.769915883226
733,14260.0,21852.7097639485
734,14270.0,22028.01745396317
735,14280.0,34166.85218469166
736,14290.0,21728.166753995283
737,14310.0,24063.052330895796
738,14320.0,27722.87592752373
739,14330.0,19956.714062010647
740,14340.0,27882.450552733793
741,14350.0,21220.258113590266
742,14360.0,27101.05718432511
743,14370.0,25518.91027888446
744,14380.0,20317.170304500134
745,14390.0,26193.787443693695
746,14400.0,24906.259478819316
747,14410.0,20667.43884449908
748,14420.0,21535.088375796175
749,14430.0,26654.77449748743
750,14440.0,31601.86156746566
751,14450.0,23795.79816513761
752,14460.0,19029.317997977756
753,14470.0,26079.126565762006
754,14480.0,30801.71141613659
755,14490.0,23733.951082897685
756,14500.0,22603.600335852225
757,14510.0,33574.24295774648
758,14520.0,24140.936701832314
759,14530.0,29128.16699702676
760,14540.0,28520.60842270468
761,14550.0,23138.309681298855
762,14570.0,21261.6970624235
763,14590.0,25103.072618254497
764,14600.0,26564.43379966424
765,14610.0,41618.078563411895
766,14620.0,21981.691876750698
767,14630.0,24998.421146953406
768,14640.0,25537.47354014598
769,14650.0,25184.168147641834
770,14670.0,26626.043811031934
771,14680.0,24637.137096774193
772,14690.0,19629.699921445404
773,14700.0,21963.66574319441
774,14710.0,22906.211682037767
775,14730.0,22157.67029774873
776,14740.0,32702.57975815803
777,14750.0,29607.66964285714
778,14760.0,32579.997339246118
779,14770.0,20075.38312710911
780,14780.0,27547.071090047393
781,14790.0,32571.94762145749
782,14800.0,29401.812854966065
783,14810.0,28189.423126614987
784,14830.0,28727.5752688172
785,14840.0,26122.379593292902
786,14850.0,28487.57759412305
787,14860.0,29447.77423683328
788,14880.0,36544.540145985404
789,14910.0,31909.045025417574
790,14920.0,56134.65630550622
791,14930.0,32748.917850525017
792,14940.0,26908.223048327138
793,14950.0,33760.65491923642
794,14960.0,26173.633647798742
795,14970.0,35139.12022194821
796,14980.0,37066.295041322315
797,14990.0,26933.603294440632
798,15000.0,22771.850647332987
799,15100.0,22425.415983901108
800,15110.0,19642.124622356492
801,15120.0,19619.84610705596
802,15130.0,26435.734604957397
803,15140.0,19710.01230138391
804,15150.0,20210.55185015989
805,15160.0,18630.0197740113
806,15170.0,19495.877385496184
807,15190.0,18150.368078175896
808,15200.0,21098.028233396075
809,15210.0,20964.775646371978
810,15220.0,22402.859429714856
811,15230.0,18243.196122296795
812,15240.0,19189.00987045034
813,15250.0,26290.0283455457
814,15260.0,20632.252190847128
815,15270.0,20249.87661937076
816,15290.0,20229.36184210526
817,15300.0,21522.324853901682
818,15310.0,19218.72809667674
819,15320.0,18035.21769662921
820,15340.0,20261.67141162515
821,15350.0,18838.50246305419
822,15380.0,18305.843989769823
823,15400.0,19222.234947237743
824,15430.0,17660.77115987461
825,15500.0,19766.45688960516
826,15590.0,21189.799357945427
827,15600.0,20084.515415939502
828,15700.0,18890.548211036992
829,15800.0,22022.00945047252
830,43450.0,18854.1
831,16000.0,20489.68793881153
832,16100.0,24806.00821964724
833,16110.0,21608.33665764354
834,16120.0,24986.57913455839
835,16130.0,29847.411311974225
836,16140.0,19221.861056751466
837,16150.0,20580.374408828164
838,16160.0,22272.322797202796
839,16170.0,23846.882167152577
840,16190.0,19300.98866641481
841,16200.0,25554.13685393258
842,16210.0,18363.36325203252
843,16220.0,20501.75149501661
844,16230.0,20241.05694117647
845,16240.0,19630.157611355848
846,16250.0,22174.524314442413
847,16260.0,19458.04069175992
848,16270.0,18839.045314109164
849,16290.0,27882.81603773585
850,16300.0,22387.659896840745
851,16310.0,23769.886826618374
852,16320.0,21020.4719343696
853,16330.0,22860.77934595525
854,16340.0,23776.086943258088
855,16350.0,18071.712977099236
856,16360.0,21079.766791823113
857,16370.0,26881.748204309657
858,16380.0,21892.031250000004
859,16390.0,19700.925509487
860,16400.0,25105.110184904515
861,16410.0,27143.073465140482
862,16420.0,19998.73441558441
863,16430.0,29362.20223118918
864,16440.0,25002.5110479798
865,16450.0,19142.196855345912
866,16460.0,19597.379622021363
867,16470.0,19949.865604778493
868,16480.0,18811.041639127558
869,16490.0,17841.408548707754
870,16500.0,19633.476125511595
871,16510.0,20194.068783068782
872,16560.0,23723.26179367548
873,16570.0,24832.93517534538
874,16590.0,26051.161441272816
875,16600.0,25468.28551741418
876,16620.0,21478.743243243243
877,16700.0,19702.20542768808
878,16710.0,27670.711386965864
879,16720.0,24101.815235008104
880,16730.0,27790.547265002653
881,16800.0,19215.791903409092
882,17000.0,24410.383122994655
883,17100.0,24344.581768944787
884,17110.0,28898.91382500661
885,17111.0,32713.713080168774
886,17113.0,28091.830078125
887,17120.0,21620.872078198052
888,17123.0,26009.169230769232
889,17130.0,20031.075169300224
890,17132.0,32935.02090261283
891,17137.0,31534.209052550825
892,17138.0,28206.00062992126
893,17139.0,31378.135655058042
894,17140.0,34013.89615105301
895,17150.0,19599.00266737797
896,17160.0,21814.757052926092
897,17170.0,22111.876775685494
898,17180.0,31322.242889298137
899,17190.0,23103.626102941173
900,17200.0,25370.4066952022
901,17210.0,18981.60568295115
902,17220.0,29084.767727308266
903,17230.0,24389.282918874847
904,17240.0,20057.75642087821
905,17250.0,22505.02796811635
906,17260.0,22109.669905106184
907,17270.0,19831.736783216784
908,17290.0,24381.676672837868
909,17300.0,20244.584331061582
910,17310.0,25088.108203210908
911,17320.0,22036.870344552877
912,17330.0,19634.233648010784
913,17340.0,28131.840439276482
914,17350.0,21642.2445803224
915,17360.0,18952.786303630364
916,17370.0,22711.498059508405
917,17380.0,21296.475352112677
918,17390.0,25095.722945096797
919,17400.0,20688.395885349044
920,17410.0,28350.377926421406
921,17420.0,33208.49649057997
922,17430.0,21452.536253143335
923,17440.0,23429.394085159456
924,17450.0,27555.238059886167
925,17460.0,24019.95086819258
