,postal_code,med_std_living,population,nb_unemployed,labour_force,unemployment_rate,average_tax_revenue,nb_debtors,payeurs,payer_rate,debtor_ratio,dep
60,11230,16550.0,2628.0,212.7448538915582,974.1386077125172,21.84,16403.314147391073,446,205,45.96412556053812,16.971080669710805,11
61,11240,17892.0,3184.0,219.5278092133529,1253.5580779945135,17.51,20005.34715284716,316,139,43.9873417721519,9.924623115577887,11
62,11250,18480.0,5398.0,342.1377595778705,2492.1387862147612,13.73,23141.35556289204,682,288,42.22873900293255,12.634309003334568,11
63,11260,14813.0,3207.0,261.1555107017553,1146.7164240885822,22.77,16132.1681372549,697,309,44.33285509325682,21.733707514811353,11
64,11270,18199.0,2084.0,143.53110584044327,844.1535521402402,17.0,18603.256722151087,238,110,46.21848739495798,11.420345489443381,11
65,11290,19864.0,6731.0,422.7241490408033,3040.2178828500487,13.9,24036.445355191263,993,498,50.151057401812686,14.752637052443914,11
66,1130,21883.0,7035.0,452.73147706333674,3298.7104591881794,13.72,24631.167519525992,2142,915,42.71708683473389,30.44776119402985,01
67,11300,18064.0,18449.0,1322.2603176382916,7754.756447668879,17.05,20503.448604118992,3186,1513,47.48901443816698,17.269228684481543,11
68,11310,16933.0,1875.0,131.68857817311056,762.8885223763882,17.26,18506.74908759124,282,122,43.26241134751773,15.04,11
69,11320,20193.0,3053.0,155.15835726552046,1485.631852117223,10.44,23854.32699386503,341,186,54.54545454545454,11.169341631182444,11
70,11330,14194.0,948.0,94.97014250042642,362.26959368579764,26.22,13913.243617021271,171,81,47.368421052631575,18.037974683544306,11
71,11340,16696.0,1129.0,51.312906402888835,428.2345169466653,11.98,18028.48933333333,99,57,57.57575757575758,8.768821966341896,11
72,11350,16303.0,1702.0,131.17474866617658,702.9850423942247,18.66,17480.900191938577,180,84,46.66666666666666,10.575793184488838,11
73,11360,16120.0,2281.0,152.88920421467085,917.9875739958256,16.65,16804.56334231806,231,101,43.722943722943725,10.127137220517318,11
74,11370,19218.0,4373.0,352.9121242578187,1609.2117364085245,21.93,21534.978148710168,855,400,46.783625730994146,19.551795106334325,11
75,11380,18759.0,334.0,18.1725250278087,112.00919540229894,16.22,19343.235127478754,74,34,45.94594594594595,22.15568862275449,11
76,11390,17688.0,2166.0,162.7899674878806,871.2427454988213,18.68,19221.226753670475,315,131,41.587301587301596,14.542936288088644,11
77,1140,21465.0,8863.0,399.1046380396382,4223.244558279727,9.45,25263.014845360824,2162,1141,52.775208140610545,24.39354620331716,01
78,11400,19565.0,20324.0,1465.8017701381007,9002.341473478831,16.28,21758.184365271536,4154,1799,43.307655272026956,20.438889982286955,11
79,11410,19870.0,1890.0,112.10674693467901,926.2464462442081,12.1,22441.681170292577,246,109,44.3089430894309,13.015873015873018,11
80,11420,19726.0,1633.0,96.77586206896551,692.0344827586208,13.98,20033.009693053307,235,104,44.255319148936174,14.390691977954686,11
81,11430,18925.0,4996.0,460.0,2015.0,22.83,21147.61973756151,1023,421,41.15347018572825,20.476381104883906,11
82,11440,19934.0,1117.0,53.20412048887246,442.76638230903916,12.02,24895.822122571,146,75,51.36986301369865,13.070725156669653,11
83,11480,19109.0,1730.0,130.5059644141403,673.6602374501216,19.37,23741.14299516908,273,114,41.75824175824176,15.78034682080925,11
84,11490,18101.0,1318.0,98.9727080511359,585.2250854525901,16.91,20742.59441489361,159,73,45.911949685534594,12.063732928679821,11
85,1150,22138.0,17760.0,931.5539484365856,8879.174020203738,10.49,27380.85849056605,4516,2342,51.86005314437554,25.42792792792793,01
86,11500,17725.0,4501.0,377.6786196887327,1630.9316270033166,23.16,18112.62521352921,868,413,47.58064516129033,19.284603421461888,11
87,11510,18140.0,2123.0,213.75531075667905,904.8498321673253,23.62,20436.462471569368,356,141,39.60674157303371,16.7687235044748,11
88,11540,18415.0,1035.0,82.20174943109278,446.1922709007237,18.42,22152.877442273537,157,66,42.03821656050955,15.169082125603865,11
89,11560,18789.0,3906.0,307.37411764706025,1461.3035294117715,21.03,21041.536102484475,760,338,44.47368421052632,19.457245263696876,11
90,11570,20241.0,5011.0,282.91248583665805,2267.147178727857,12.48,29122.169387014863,670,396,59.1044776119403,13.370584713630011,11
91,11580,17716.0,439.0,41.15425773756143,174.6640921327483,23.56,18532.681818181816,86,47,54.65116279069767,19.58997722095672,11
92,11590,18083.0,9122.0,677.7146804172968,3822.632960838327,17.73,21333.178511156944,1742,697,40.011481056257175,19.096689322516987,11
93,1160,21809.0,10005.0,460.87177032338064,4847.4769086674705,9.51,26948.350678312578,2498,1198,47.958366693354684,24.967516241879057,01
94,11600,17964.0,9629.0,608.0612706217611,4222.6898607333205,14.4,21720.620229714707,1540,735,47.72727272727273,15.993353411569213,11
95,11610,19762.0,3433.0,202.62240628436126,1529.403600055208,13.25,24108.21820062048,445,244,54.8314606741573,12.962423536265655,11
96,11620,21212.0,4356.0,225.53108749717384,1930.3097445172962,11.68,28811.313330475787,644,368,57.14285714285714,14.784205693296606,11
97,1170,37241.0,24827.0,1323.4946764433212,13956.224938848301,9.48,49349.47127548744,6187,3016,48.74737352513334,24.920449510613444,01
98,11700,17538.0,9794.0,767.6685160734663,4173.884593099859,18.39,19042.449740034663,1803,742,41.15363283416528,18.409230140902594,11
99,11800,18102.0,11928.0,960.5801377851053,5058.71921613012,18.99,19882.58948004837,2548,1082,42.46467817896389,21.36150234741784,11
100,1190,20182.0,9971.0,454.8743030228511,4683.986406421486,9.71,23350.653684210523,2561,1245,48.613822725497855,25.68448500651891,01
101,1200,25565.0,21330.0,1516.5106876573236,10638.400700300208,14.26,29995.65482786811,6021,2590,43.01611028068427,28.227848101265828,01
102,1200,25565.0,21330.0,1516.5106876573236,10638.400700300208,14.26,46373.96551724138,6021,2590,43.01611028068427,28.227848101265828,01
103,12000,21128.0,38078.0,2149.053000519952,17902.36079360311,12.0,26004.281061016813,7048,3326,47.190692395005684,18.509375492410317,12
104,1210,31141.0,16055.0,1024.4914074128303,8664.289714383467,11.82,41883.022609389554,4168,1974,47.36084452975048,25.960759887885388,01
105,12100,19500.0,25857.0,1721.352877558158,11252.098750534447,15.3,22635.10365270606,6304,2990,47.43020304568528,24.380245194724825,12
106,12110,17845.0,6647.0,410.1673335625181,2498.087484090149,16.42,19320.485868763823,1481,645,43.55165428764348,22.280728148036708,12
107,12120,18548.0,4842.0,139.22215985884858,2150.258661191614,6.47,22209.987658802183,474,236,49.78902953586498,9.789343246592317,12
108,12130,17523.0,3269.0,115.75181977797341,1215.9665613529532,9.52,20303.86606696652,360,162,45.0,11.012542061792598,12
109,12140,18140.0,2893.0,118.98087922640543,1071.799735070342,11.1,20514.255643340857,248,112,45.16129032258064,8.572416176978914,12
110,12150,19393.0,4116.0,162.17862173504508,1756.7078272458434,9.23,22099.328958162427,533,247,46.34146341463415,12.949465500485909,12
111,12160,19651.0,6590.0,209.88007425528718,3158.005225490593,6.65,24306.228835596645,674,328,48.6646884272997,10.22761760242792,12
112,12170,17345.0,4493.0,136.0319779958869,1808.9111970399795,7.52,20797.40639097744,440,170,38.63636363636363,9.79301135099043,12
113,12190,18337.0,2027.0,59.03272996248815,797.3456743877597,7.4,22165.3428317008,148,61,41.21621621621622,7.301430685742477,12
114,1220,40798.0,11115.0,627.4671472121888,5634.70323174554,11.14,64980.02719343253,2569,1239,48.22888283378746,23.11291048133153,01
115,12200,19523.0,19521.0,1158.1798646186908,8339.666023662488,13.89,23078.17962996228,4073,1728,42.42573041983796,20.864709799702887,12
116,12210,18473.0,2413.0,45.89884588566599,1140.7810825338374,4.02,22561.096919917876,234,102,43.5897435897436,9.697472026523,12
117,12220,19347.0,4014.0,147.37892983277186,1747.6893180687885,8.43,22520.76119402985,478,233,48.744769874476994,11.90832087693074,12
118,12230,17514.0,3732.0,233.73483790838574,1616.7089003844296,14.46,19525.57131045887,724,352,48.61878453038674,19.39978563772776,12
119,12240,17642.0,4170.0,162.01966290282812,1776.0432144416473,9.12,20474.3657808301,454,218,48.01762114537445,10.887290167865707,12
120,12250,19791.0,1551.0,76.748401530036,741.6912238721126,10.35,23680.16887417218,205,96,46.82926829268293,13.217279174725986,12
121,12260,19010.0,5382.0,207.55929103626843,2309.615459005551,8.99,23441.11136216914,732,340,46.44808743169399,13.600891861761427,12
122,12270,16653.0,2808.0,144.96790454064853,1107.7177255970219,13.09,20717.383382789318,302,148,49.00662251655629,10.754985754985757,12
123,12290,18343.0,4109.0,94.13236481222523,1844.4772104443048,5.1,21988.883451957296,339,178,52.507374631268426,8.250182526162082,12
124,1230,20060.0,5339.0,389.93832130117215,2449.093819339697,15.92,19859.58240711337,1992,777,39.006024096385545,37.310357744896045,01
125,12300,18941.0,12585.0,688.9646134638323,4785.695569879886,14.4,20283.434166555275,2825,1156,40.92035398230088,22.44735796583234,12
126,12310,19186.0,4699.0,160.87954351899455,2079.8744864134305,7.74,22271.40556586271,517,256,49.516441005802704,11.002340923600766,12
127,12320,17092.0,2773.0,74.20238632508905,1178.0024921446204,6.3,21429.576427255983,226,119,52.65486725663718,8.150018031013344,12
128,12330,20730.0,9051.0,253.6597976910784,4237.845287006549,5.99,27381.059429477027,973,585,60.12332990750257,10.750193348801238,12
129,12340,20826.0,4389.0,143.13367830549655,2166.1956886829544,6.61,26376.00339213026,373,210,56.30026809651475,8.498519024834815,12
130,12350,18835.0,3473.0,119.25752303636887,1521.8016541745608,7.84,21616.33435426238,341,145,42.52199413489736,9.818600633458106,12
131,12360,17562.0,1895.0,102.47682512951748,758.4344865717493,13.51,18964.989272030653,237,113,47.67932489451477,12.506596306068602,12
132,12370,17109.0,1863.0,49.4135668092449,809.420769797032,6.1,19102.666666666664,124,55,44.35483870967741,6.6559312936124515,12
133,12380,16178.0,1358.0,48.3707825911207,532.2798422272786,9.09,17378.034319526632,116,45,38.793103448275865,8.541973490427099,12
134,12390,19931.0,5482.0,156.75891966829099,2438.8065565988377,6.43,22810.286041939708,639,308,48.20031298904538,11.656329806639912,12
135,1240,21702.0,7684.0,283.7780083099941,3868.933527892492,7.33,27748.094513715718,1589,870,54.751415984896155,20.679333680374803,01
136,12400,18562.0,11778.0,620.3513480067921,5152.773641998211,12.04,22466.00765342961,1685,783,46.46884272997033,14.306333842757684,12
137,12410,17700.0,1372.0,27.54015734032629,587.1616516289622,4.69,21263.226277372254,98,47,47.95918367346938,7.142857142857142,12
138,12420,17539.0,1991.0,39.51346428978047,802.136515917398,4.93,21013.03993055556,110,55,50.0,5.524861878453039,12
139,12430,17407.0,2130.0,66.81144839010518,881.0287688347545,7.58,20538.046128500824,197,99,50.25380710659898,9.248826291079812,12
140,12440,17618.0,1377.0,36.95138282516492,465.2423222780008,7.94,19162.91567695962,112,64,57.14285714285714,8.133623819898329,12
141,12450,21650.0,10232.0,275.48473251344853,5057.581414145617,5.45,27243.761501850873,1240,715,57.661290322580655,12.118842845973413,12
142,12460,19036.0,1474.0,36.27356251243111,607.0980586866071,5.97,23365.7100591716,127,61,48.03149606299213,8.616010854816825,12
143,12470,17052.0,1270.0,34.982096789395214,489.91366780338655,7.14,17847.228228228232,65,26,40.0,5.118110236220472,12
144,12480,16512.0,1064.0,44.735834653705645,409.2925421589212,10.93,17721.98162327718,98,42,42.857142857142854,9.210526315789473,12
145,12490,18783.0,2678.0,111.50461562621663,1185.331778123528,9.41,21582.45045632333,317,158,49.8422712933754,11.837191934279316,12
146,1250,22392.0,16260.0,620.9356366652461,7930.005710840002,7.83,30103.036999321117,3534,1960,55.461233729484995,21.734317343173426,01
147,12500,18553.0,7248.0,262.1066823339096,2927.4241227291313,8.95,23174.672969187675,812,386,47.536945812807886,11.20309050772627,12
148,12510,23035.0,6365.0,167.39153548363277,3142.185679368171,5.33,29663.306698002347,707,453,64.07355021216408,11.107619795758051,12
149,12520,19842.0,2240.0,110.32467694358421,1085.225133320278,10.17,23726.73732335828,222,93,41.8918918918919,9.910714285714283,12
150,12540,17378.0,1068.0,45.290930646384055,432.6017078566993,10.47,20548.51215277777,104,49,47.115384615384606,9.737827715355806,12
151,12550,16269.0,1571.0,73.44203498759144,646.3969911737,11.36,17816.791173304628,162,80,49.382716049382715,10.311903246339913,12
152,12560,18057.0,1407.0,55.439874337246856,534.7560561625801,10.37,20906.121673003803,95,39,41.05263157894737,6.751954513148544,12
153,12580,18391.0,839.0,34.27328478033359,377.7422504617614,9.07,19632.3670886076,87,46,52.87356321839081,10.369487485101313,12
154,1260,21347.0,3371.0,121.37798783918171,1479.2450457867678,8.21,23718.65073170732,688,350,50.87209302325582,20.40937407297538,01
155,12600,18133.0,2812.0,86.63776213494977,1122.5381597555831,7.72,20918.96896955504,256,111,43.359375,9.103840682788052,12
156,12620,18647.0,1071.0,39.187710791221754,501.2894050016999,7.82,21374.148208469054,79,35,44.303797468354425,7.376283846872082,12
157,12630,21853.0,2635.0,65.1286239269837,1306.739841688786,4.98,28875.831578947367,212,102,48.11320754716981,8.045540796963946,12
158,12640,19734.0,1375.0,70.15613859097269,634.1583678082284,11.06,21863.84720496894,143,64,44.75524475524475,10.4,12
159,1270,20608.0,3964.0,153.37195796185654,1803.179312036867,8.51,24133.411121239747,776,393,50.644329896907216,19.576185671039354,01
160,12700,20381.0,6856.0,316.8755253585166,2931.128113954144,10.81,21763.92276227141,1288,643,49.922360248447205,18.786464410735125,12
161,12720,19330.0,587.0,32.57117318979609,266.2487765233122,12.23,20075.48915662651,70,34,48.57142857142857,11.92504258943782,12
162,12740,23440.0,4692.0,124.9260456592213,2216.689043600304,5.64,33113.73697068404,422,258,61.13744075829385,8.994032395566922,12
163,12780,17985.0,1052.0,22.053620753360104,476.93735935210714,4.62,20341.49912126538,74,32,43.24324324324325,7.0342205323193925,12
164,1280,38874.0,7860.0,411.0,4073.0,10.09,58321.3600867679,1825,879,48.164383561643845,23.21882951653944,01
165,12800,18539.0,5236.0,166.95471813254616,2109.2209435328787,7.92,21238.415670232847,542,254,46.86346863468635,10.351413292589763,12
166,12850,24541.0,1779.0,44.4309289643573,886.2586897825787,5.01,27292.23861831657,2377,1166,49.053428691628106,133.61439010680158,12
167,1290,21706.0,9414.0,361.12534318320166,4619.275934229359,7.82,27087.486922191147,2390,1285,53.76569037656904,25.387720416401105,01
168,1300,21264.0,19764.0,1166.4908818162287,8935.494935293042,13.05,24527.192753866842,5990,2676,44.674457429048424,30.30763003440599,01
169,13001,13854.0,40346.0,4867.14110126777,17873.092651669638,27.23,15962.280977826398,22577,7478,33.12220401293352,55.958459326822975,13
170,13002,14050.0,24508.0,2864.282905396619,10505.781216597368,27.26,15528.397300582099,13039,4473,34.304777973771,53.20303574343072,13
171,13003,11726.0,47694.0,5351.571868651579,17089.865960300733,31.31,11022.647973832454,30330,10055,33.15199472469502,63.59290476789533,13
172,13004,18629.0,48132.0,3946.363695294464,21878.662544827737,18.04,19987.55679984816,19094,8059,42.206976013407356,39.670073963267676,13
173,13005,18554.0,46781.0,3683.0852171576707,22330.623301288444,16.49,20424.886854272085,16357,6806,41.609097022681425,34.96504991342639,13
174,13006,20725.0,42889.0,3584.129445202857,21415.223437672223,16.74,26750.980778120185,16488,6731,40.82362930616205,38.44342372170021,13
175,13007,23559.0,35098.0,1888.485059970028,16257.785109385684,11.62,36887.18907229235,9573,4925,51.446777394756076,27.275058407886487,13
176,13008,24628.0,79924.0,3955.3263451783614,34523.72061608868,11.46,36533.296771421556,18342,8938,48.729691418602116,22.949301836744908,13
177,13009,22035.0,73778.0,3964.227925413604,30954.165904172674,12.81,28698.50071584481,18035,8613,47.757138896589964,24.444956491094903,13
178,13010,18720.0,55730.0,3800.0569617089027,25173.583179190704,15.1,21124.69203671085,17577,7623,43.369175627240146,31.5395657635026,13
179,13011,19594.0,57313.0,3603.65346354324,24631.796270897466,14.63,24565.059140945392,16708,7441,44.535551831457994,29.15219932650533,13
180,13012,22583.0,61040.0,3026.6277769597627,27150.175069360386,11.15,30198.893577480187,13446,6885,51.20481927710844,22.028178243774576,13
181,13013,17511.0,91906.0,7552.064152729291,37480.85914944197,20.15,20204.989456008127,32860,14083,42.857577601947646,35.753922486018325,13
182,13014,14044.0,62181.0,6685.518276675305,23651.87203339236,28.27,14878.319708846584,31379,12033,38.34730233595717,50.46396809314743,13
183,13015,13239.0,77923.0,7238.8047003533375,26171.75724794151,27.66,13762.807568673292,37294,13423,35.992384834021564,47.8600669892073,13
184,13016,17119.0,16392.0,1491.9333246905883,6849.706860784075,21.78,18795.63735514656,8980,3560,39.64365256124722,54.782820888238156,13
185,1310,22316.0,9848.0,342.7687014337395,4974.988346144773,6.89,29883.993571011102,1828,1010,55.25164113785558,18.562144597887894,01
186,13100,29530.0,146974.0,9668.936719309182,67617.81841542826,14.3,32245.179275637318,14169,6409,45.232549932952224,9.64048062922694,13
187,13103,22286.0,2956.0,152.26771679762797,1339.857891714267,11.36,30311.04637336504,407,194,47.66584766584766,13.768606224627874,13
188,13105,26905.0,4607.0,205.59953663729283,2167.9319572551453,9.48,34460.12208613197,561,287,51.158645276292326,12.177121771217713,13
189,13109,26026.0,5584.0,271.0,2568.0,10.55,34747.955171309644,796,402,50.502512562814076,14.255014326647565,13
190,13110,17669.0,17090.0,1448.361253228343,6778.664069803506,21.37,18661.692651818008,5467,1911,34.95518565941101,31.989467524868346,13
191,13111,25930.0,3631.0,110.457974137931,1761.5140086206889,6.27,35649.473933649286,322,160,49.68944099378882,8.868080418617462,13
192,13112,23752.0,3381.0,139.85032978183642,1446.7275494672729,9.67,28970.450027012423,382,180,47.120418848167546,11.298432416444838,13
193,13113,24137.0,2031.0,103.61248711820934,963.563257098197,10.75,31742.648798521266,218,119,54.58715596330275,10.733628754308222,13
194,13114,24229.0,1799.0,99.83290558357504,829.8785638359607,12.03,33016.81640625,251,125,49.800796812749006,13.95219566425792,13
195,13115,20405.0,841.0,47.0,429.0,10.96,23422.410256410254,187,92,49.19786096256685,22.235434007134362,13
196,13116,22323.0,1701.0,112.49612060206715,910.4568455292776,12.36,30626.59423503325,184,105,57.06521739130434,10.817166372721926,13
197,13117,20692.0,49403.0,3621.498638950157,21861.244062053192,16.57,24378.96708147942,240,100,41.66666666666667,0.4858004574620974,13
198,13118,20577.0,43086.0,2711.4892933842248,20789.37689144268,13.04,24539.59150799224,640,350,54.6875,1.4854012904423708,13
199,13119,24943.0,3315.0,137.96382736112471,1702.3865767217594,8.1,30860.44575725027,395,231,58.481012658227854,11.915535444947212,13
200,13120,20665.0,19749.0,1104.4043682231766,9052.352204314731,12.2,23717.97578579744,4821,2132,44.2231902095001,24.411362600638014,13
201,13121,26820.0,533.0,37.27194214088362,249.8089696724056,14.92,40662.10489510489,73,32,43.835616438356155,13.696060037523454,13
202,13122,30694.0,5278.0,251.0,2465.0,10.18,46808.12200137081,494,263,53.23886639676113,9.35960591133005,13
203,13123,17917.0,52886.0,3289.944701689536,21135.30439576002,15.57,21208.611776293517,99,30,30.303030303030305,0.1871950988919563,13
204,13124,24243.0,5454.0,259.7955987915929,2675.447370892677,9.71,30128.119504643964,656,304,46.34146341463415,12.027869453612027,13
205,13126,25474.0,1023.0,52.07524895123226,481.95132362709074,10.81,37858.34887737479,75,39,52.0,7.331378299120235,13
206,13127,19854.0,34089.0,2355.0872239048035,15276.922998460452,15.42,22848.657669616518,10018,4351,43.431822719105604,29.38777904896008,13
207,13130,18087.0,13477.0,1198.4876124188738,6013.936824495125,19.93,19473.82282245075,3149,1345,42.71197205462051,23.365734213845812,13
208,13140,17902.0,25639.0,2098.7209728690955,11002.333243377007,19.08,20415.64653913044,7547,3243,42.97071684112893,29.43562541440774,13
209,13150,18597.0,16753.0,1479.7431875252755,6634.97223151499,22.3,19685.00947299652,5346,2140,40.02992891881781,31.91070256073539,13
